ID,screen_name,name,location,follower_count,friends_count,like_count,description
59525736,JCamacho53,Jerry Camacho,"Los Angeles, CA",86,227,,"Don't tell God how big your problems are, tell your problems how big God is!! Father, husband, brother child of God"
1308830916685393920,Jacksx30,Jacks🇺🇦,"Los Angeles, CA",281,1158,,believer in christ🙏🏻🛐✝🕊 old acc was @ohjayy200x 🏳️‍🌈 🇺🇦🦂🤌 🥸😂 LMFAO
978207597160366080,Warriortilend,Sheilanne☮️,United States,2025,1245,,My opinions are mine and mine only. @costplusdrugs low cost prescriptions @nokidhungry
779851093412945920,hiTrevorHere,trevor,Salt Lake City,142,690,,tweets about stuff I make and stuff I read and other stuff.
1298239393174401026,Meowmeow5624,D-Nugget,,7,60,,meow Seattle Seahawks fan
17096691,MortyJ,Morty Johnson,"Pittsburgh, PA",130,590,,"Always up for a trip to Las Vegas or Florida... Decisions decisions, What a tough choice."
79539636,PvTails,Tails95,"Downey, CA",93,340,,Probably messing around with Electronics Profile Picture by https://t.co/X6GPLP7Pny
1494152599842533381,werewolfdonut,Iain David Thorpe,,39,2557,,Tactful assholery since 1957 - antifascist - trans -
914670763495628806,baystateba,Bay State Buccaneers Baseball,"Weymouth, MA",262,391,,⚾️Baseball⚾️Training & Development for ages 13/14/15/16/18u. Largest indoor cages on the south shore of Massachusetts. Bay State Buccaneers
2579373381,iamtalivan,Iván Mc🔰,,97,376,,To infinity and beyond 🚀
948766525292466176,BrittanyMPotter,Brittany Potter,,406,4673,,#SUPERFAMILY $BrittanyPotter32 #TeamStacks #VillainSquad #AsYouWish #pulteplan #TeamDecka #TeamPhilanthropy #SJsCash2021
1195533799,hanna_arminda,Arminda Hanna,Rancho Santa Margarita ,277,1125,,Rest In Peace Jason! Mommy Loves & Misses U So Much 💚 #AngelMom #GotHisWings #GoHalos #BaseballGrandma @angels are my team! 🇵🇭
1075446723789520896,seichotsu,Hidemi,,23,577,,"Analyst, Researcher"
1437890973829419016,SunshineCatluna,Lizette,United States,7,344,,Hello Hola 🇺🇸🇲🇽 She/Her
10090072,chickybaby007,Veronica Castro,"Orange County, California",1154,1862,,Wine & Saké buyer @mrhitime https://t.co/ExvYDSK7Pd Opinions all mine.
34456337,wenchlilly,Lilly Dakic,"Rocklin, Ca.",86,651,,"I'm a patriot, I believe America First!!!! and I'm glad I got the hell out of California 👍 I love Music, wine tasting, foodie, genuine people."
1561203338900697089,RubenDBaus,tekneek,,57,381,,Entrepreneur - Protagonist - Visionary 💸 *-. I Dream With My Eyes Open .-* 💸 🥇HEALTH🥈 🥇WEALTH🥈 🥇LOVE🥈 💙💖💜 God - UrSelf - Spirit 💙💖💜
917270361804177408,zGRt4NoJH7aGUgW,范西西,,82,747,,learn more
1575657607376695297,bjsmashedburger,Bjsmashedburger,"Jundiaí, Brasil",8,72,,BJ SMASHED BURGER Terça a Domingo 18:30 às 22:30 Rua Hilda Del Nero Bisquolo 102 Jd Florida The One Office Tower. Jundiaí SP. instagram @bjsmashedburger
775553609031307266,ooshdesign,#SheWon,,17083,15202,,#StillWithHer 👉🏼 Living life one day at a time .🙏🏽#ArrestTrump NO DM 🛑I will block you
400909743,arznasun1,Restless Renee 💙💛,"Misery, USA",570,1354,,"Former Army Reservist, Mom to 3 #GenZ, #Celiac,#Disnerd, Coffee Carouser, Sometimes Funny, Sometimes Swear-y, Devastated Blue Dot #vaccinated"
1482879613462360065,RealJonWick,Jon Wick,,180,321,,Veteran 🇺🇸 Globalist troll 🧌 #FJB Think for yourself. Question authority. - Leary
1537598450878906368,ZazachiRyuki,dre (JOBLESS ARC),,75,153,,13x unrecognized banger world champ |Đisowneđ|. notis on at ur own risk.
14119134,brianchilders,Brian Childers | brianchilders.eth,United States,345,268,,Crypto Nerd. Metaverse Explorer. Cloud Geek. Mapping Enthusiast. Owner of the LEGO Atari 2600. 🐰
1488098473203441669,KenziBrattQuinn,Infamous Bratt Quinn,Harleywood,286,1585,,Normal People Disgust Me. Why so serious ? I see you in Disneyland !
1393590703,EngeLFK,Ryan Engel (Dude/Bro),"Orange County, CA",143,2467,,Floater Foremost 🤙 Never swung at first pitch ⚾️ Washed up mediocre ⚾️ player 🤷‍♂️I was born to rage against em
1092233178377375744,kingdeezysteez,PugetSound Mayor,University Place WA,31,1359,,Got the 🔑 to the CITY! Home is between the Sun and Moon 🌎. Either you love me or leave me alone!N.E.R.D 🌙🪐. Capricorn ♑️ Libra ♎️ Rising Pisces ♓️ in 🌙
35635184,milehighbroncos,MileHighBroncos,Up in the Nosebleeds,494,1601,,"Elementary school teacher, Parrothead, Trojan alum - I mostly tweet about these teams: Broncos, USC, Dodgers, NASCAR (Chase Elliott), and Crystal Palace"
1501496574551244801,merrymeagain8,Merryme,,199,3599,,I HAVE to love my mother.🚬
2693912491,Janellelalala,Janellelala 🌷,PNW,256,279,,#BLM Life enthusiast ; @superr_cooper💍
1359713997071679494,AthleteParadise,Athlete’s Paradise,"Arvin, CA",65,110,,"I’m a Kinesologist, I help with Health & Performance :) Instagram:a_paradise100"
1574831607940149251,tp22missouri,Tp22missouri,,40,421,,"Mizzou, Dodgers, Blues,Rams Edward Van Halen,"
828996087935488000,RiseFreeOrg,Rise,United States,6905,3436,,"Students & young people fighting for free college, basic needs, & every person’s vote. 🍎🎓🏡 Support our lawsuit challenging #SB202 ⤵"
1368799619539333128,Evdog_The_GOAT,Evdog_The_GOAT,"Arcata, CA",19,218,,Capricorn ♑️ sun Aquarius ♒️ moon Virgo ♍️ rising sign 🦜
1040687633590960129,Sdseabolt,Stephen Seabolt,,67,675,,SDSU 1996 Proud father of Madeleine and Jacqueline.
1567338764602847232,x_panophobia_x,http/littlemonsterrr,Colorado ,20,113,,your neighborhood sad girl ; 24 ; mama x2 my bf doesn't pay attention to me so maybe you will.
991363441746239490,SVeillance,Sir Veillance,?,253,146,,"Roller Coaster/Amusement Park Enthusiast 🎢 Evil Detective. Another forgotten creation of The Disco Inferno, and Terry Taylor. Hired by Dick Kinzel for?"
911790901546115075,40ozBottles,jay parlayin,@villxrrexl @gfunkoldies,428,128,,#losdodgers #raidernation #lakers #UCFKnights 🇲🇽🇮🇹 | 21 | RIP Dad🕊| often seen cruising Ina couple caddies😎
1131981094214086656,nasatheory,Nasa | ناسا,"California, USA",2791,2832,,أحاول أسترجع أفضل نسخة مني | @ucirvine @awnteam_sa
1574149932306427904,TurnerRicaa,Erica Turner,"San Diego, CA",7,64,,"No matter what people perceive of me, I will always shine through at the end of the day -S.G"
2782134274,SoCalDuck_Buck,M® BỤ©K™🌀,"AMERICA'S finest ©ITY, ©ali",1179,1039,,So©al Born/Raised🌊🌴Orygun/Learned🎓🌲©o-©reater Local-Habit Guitarist🎸🎤Big B * UGA V-Ball🏐Alum🎓Li'l B * #GoDawgs®🐕 #GoDucks®🦆©arpe-Diem✝️
1494375446812659712,bibi_diaz6,Bianca Diaz,,14,39,,$bibidiaz6
1542716012579020802,AnaExploresLA,Ana → Star Wars Celebration ❤️,"a galaxy far, far away",57,699,,Love @StarWars & Galaxy's Edge 🖤 Catching up with the high republic 📚 #Tijuas 🌮 & #LosAngeles 🏖
1520531962091343872,MrLetterTen,MrLetterTen,"San Diego, CA",90,621,,"Born a son of Adam. Now I live a child of God, forgiven and set free! Constitutional conservative , Patriot, husband, father Prov 3:5-6 🇺🇸"
1549895541869359104,TheGrimreaperLH,Lucas Harty (The Grim reaper),,41,240,,singer/song writer/scarystoryteller/ artist/merch designer/ emo rapper / Dogs and cats for life/ Girls/women are queens/
3398996053,NickNando89,Nick Fernando,,23,262,,I'm here to tweet in your face
325314239,LPEGardner,Frontline Image,Langford,1801,1460,,Part of the auto-world thru communication. See my art and cars
1451743404690444290,VUQsxbtEmaGIPMz,Jin bowen,"Moscow, Russia",1,38,,hello
1409279614028070914,NerdyCasual13,Nerdy x Casual is feeling Witchy. 🍂💜,"Seattle, WA",20,282,,"Because 'Filthy (Casual) & Nerdy' sounded a bit ‘2 AM on Cinemax’-y. Nerd/ Gamer/ Pro-LGBTQ+/ Fat Posi. She/ Her, Trans-femme Ace (mostly) Sapphic. 💜💙💚"
1706623106,Slidehh,Slidehh,Australia,6347,571,,23
1439268251695992836,BamaCLT,BamaCLT🥋,"Charlotte, NC",192,1506,,"Investing, wealth building, Contrarian. Also Roll Tide. Audemus jura nostra defendere."
356602063,J0Etucker,△̵,"Boston, MA",744,470,,do good without expecting anything in return. sc:joeyjoe
1973222959,David_Delta2018,David Delatorre,With Timia or at work,122,239,,In-N-Out Burger #299 lvl 7 🍔 / June 22nd @timia_isaac ❤️/ SC: David75056 👻
1572895133460152320,rise_tow_rise,♨️Paradise-Spa♨️,,1,2,,"Oh, my goodness, I have never had such a delicious HOTATE before."
67332912,dbennettaz,Dave Bennett,Scottsdale,748,2460,,"Technolgy Executive, Entrepreneur, and Board Member"
755920573310599168,LadyOfTheTamale,Ariel L. Hopkins,,67,984,,M$LadyOfTheTamale $LadyOfTheTamale Mama of 5 beautiful monsters
614385539,robmeadors,Rob Meadors,"Sioux Falls, SD",30,174,,Husband | Father | Runner | Sioux Falls lawyer | https://t.co/NDqlH17Z4E
84920243,ramirez911,Andrew Ramirez,,2830,3885,,Follow me or fail me!!! School teacher. Union leader. #UnionStrong. Father of two (6 if you count the dogs).#USArmy veteran.
32171618,FranParedes,Fran Paredes,Stankonia,111,387,,"I live by music, friends, and the pursuit of the good life."
22385120,SMUSC,"Steve McElhiney, CPCU","Dallas, TX",1545,2954,,Artex Risk Solutions. Reinsurance and Captives expert. Lloyd’s Broker. Navy Veteran. USC & Dodgers fan. Native Los Angeleno. Views are my own.
342197067,Raiderwise,Raiderwise,USA,174,979,,"Bud man, Raider fan, Democrat, Teamster, Atheist, Ohio U alum, Reader, Rocker, Thinker, Traveler, Movie buff, Southpaw, Lover of life, Drinker of beer."
1488305576379441156,4lilcs,4LilC's,,209,657,,Trojan Football ✌ Da' Bears & Lakers. Fan of Prince Led Zeppelin & just about every kind of music. Love 80's pop culture.
200613115,dcabtc,₿uy,Earth,115,370,,"#Bitcoin, travel, good deals, trip hop/electronic music, @Bent_UK, dogs, and beer. DYOR."
1570150956188180480,Heather66696150,Heather Barnes,,12,184,,I don’t know how to change this username 😩 help?
17471470,ValerieMango,Valerie Esparza,California ,26,37,,Married. That’s it. There’s nothing special about me or my life.
1572290754965282816,BSheeetz,Brian McSheetz,,17,204,,Nah.
1571353310921166849,Bigtitsfan77,Brandon 😈🍆,"St Petersburg, FL",143,647,,"Music,Food,Sports,Movies,Comics #GoBucs #GoBolts"
820369503057887232,The_Manny_V,Manny V Estrada,USA 🇺🇸,35,55,,"Someone once said I look like someone famous ⬆️ . Also, I like the following 🧈 🥩 ☕️"
1515132706098597888,my_NIL_,MyNIL,"Los Angeles, CA",40,998,,Connecting Hi-Performing Student Athletes with Business Partners for Powerful Marketing
1530187741299937281,MessiahAgbaraJr,Spider-Man🎃🍁🎃🍁🎃🍁,‘M•A•R•V•E•L’📯💘,31,314,,CEO & FOUNDER ⚡SYNERGY INC🕊🕊
1420830912481165313,MattPetrusek,Dr. Matthew R. Petrusek,,199,218,,"Petrusek (MA Yale, Ph.D. University of Chicago) is the Servais Pinckaers Fellow of Catholic Ethics at the Word on Fire Insitute and a member of @SpeakCatholic"
1441579489612296195,Akira1989n,Akira,Tokyo,159,591,,30代前半175/65 士業@都内
1266282894,Ludovicus_V,Ludwin Constantin,Guatemala,84,395,,CoRno Francés / Orquesta Sinfónica Nacional
4438725792,tloves2loveu,Troy,,16,13,,Well this is Awkward..
834677506938515456,XXNTEL,REDBEARD76🇺🇸, USA,37,114,,OPPRESSORS BEWARE.
1632212792,WBCabe,WBC,in the shadow of THE ALMIGHTY,383,4859,,•child of The Most High God •Independent Voter •Entrepreneur •aka Eugene H. Krabs
25029201,know_wunder,chacho_mochacho,"Old Spanish Trail, Tucson, AZ",375,4076,,"If I can't sing; I'd rather be cooking, fishing, herding, hunting; or talking to you. Post pics like letters in words. Temp.Disabled. Cantus Miraculous."
18297530,photokunstler,PHOTOKUNSTLER 🌈 (he/him/they),In the ether,107,915,,Darrell (HE/HIM/THEY) - Pisces | Right-handed | Creative Pluralist Cunt - Art Director & Media | Marketing | Merchandising | Acting | IG: Photokunstler
121855094,BigFrog619,Big Frog 619,National City,1262,3144,,"Stand-up Comic, Padre Fan, Ex-Charger Fan, Former World Class Drunk!"
1086713103348387841,WVU6587,WVUMan65,,4,116,,WVU Sports
258600408,timothycpereira,Timothy Perry,"Washington, DC",22,176,,Trusted lawyer & advisor | National security professional | Appointee in Biden-Harris and Newsom administrations
1288674402725371904,Mario_Cruizer,Super_Mario_Bros,"West Puente Valley, CA",120,524,,Marine Vet-took oath 2 always defend 🇺🇸 & Constitution..❤️Star Wars (Sequel’s suck) Horror fan💀 #GoBucs #Dodgers #Boxing🥊 80’s kid/90’s teen #AllLivesMatter
1461920608204189703,pixiedickcum,Malik,,7,93,,sports are dumb
1565440876687540225,JuanitoRainbow1,Your Idol Sir Johnny “Red Devil Realty” Rainbow 8K,Luxembourg 🇱🇺,869,1548,,"Ya se la saben, somos razita y aquí solamente perritos y #SnuSnu #ClanSinson #ScuderiaFerrari #TogetherBlue No hay preguntas estúpidas, solo personas estúpidas"
898589281,lisettevaldes19,Lisette Valdes Maria Foulds,"North Vancouver, British Columbia",95,744,,Food lover cats lover dogs lover actress dancer Artist makeup Artist Traveler songwriter nurse vibe girl best friend aunt 🐱Zeus mom wife thalos 💍 mom
1519145993022836736,Dillamabob,DILL(Top %0.1 on OnlyFans),"Torrance, CA",191,741,,hey I'm back on Twitter and such #burlyboys 30 yr old guy that's considered old on the internet #memes #vidyagames #recovery #writing
1540494994242297858,jcarlospina19,Juan Carlos Piña 🍍,"Sacramento, CA",4,53,,"Welcome to my memoir: A collage of rants, outbursts, & intrusive thoughts."
1552054263668363264,Elle_Stigz,Leah Stiglianese,,2,84,,"“There is a constant war with fear. Those who have the courage to conquer it makes us free and those conquered by it, suffer until they have courage to face it"""
2798977036,ACEtoots,Ajay Chowdhury Esq. (He/Him),"London, England",513,1132,,Some Kind Of Writer
17813289,andrewlsteele,Andrew Steele,"Scottsdale, AZ",440,1235,,"Entrepreneur, leader & learner. Builder of things. CEO @Lighthouse_PE"
2434786596,jweatherby76,Jon ⚾️DODGERS⚾️,Dodger Stadium,175,856,,"Husband, Dad and #Dodger Fan#Rams🏈#80s#Coffee#Beer#Whiskey#Vintage Mustangs#SteveMcqueen#Books#🐂"
299966420,jesuschuyjesse,ᒍEᔕᔕE ᕼᑌEᖇTᗩ 又,Winterfell ,1005,3027,,"“Thanks, that was a David Bowie song” - Kurt Cobain (The Man Who Sold The World)"
1198476697474985984,Ashley56464046,Ashley,,3,65,,Old ways won’t open new doors
55743778,Drope17,Pete,Midwest,16,554,,☀️California Born🌴🚒Firefighter🔥Paramedic🚑❤️Tera😘Sam🍼 Gio⚾️Dodgers🧢Chargers⚡️Man U👹 Lakers 🏀UCLA 🏈
1229581351604514817,TJDollander,TD in OC,"Balboa Island, CA",37,1893,,"Water Polo Dad of 2 “lefty” girls - Mackenzie CDM ‘25 and Morgan NHHS ‘27, Love of Racing, Golden Retriever Owner, Retail Developer, Stock Trader, 007 Fan"
3218900647,metalinformant,Wil C,Los Angeles,353,598,,Hello my name is Wil and I love metal thrash and Jagër.
1461046914024042496,BenLovesMovies,Ben 🪦 🎥 👻,Asgard,76,248,,He/Him|Husband x Father |Film Lover•TV Show Watcher•LEGO Builder• I Gym so I can Foodie. More to come.
1538844883355586561,YousefLanguages,يوسف حمادة,Kuwait,46,254,,محب لتعلم اللغات اتمنى ان أفيد الجميع و استفيد من الجميع 😇 🇺🇸❤️🇰🇼 هنا تجد بعض ما تعلمته ولا زلت اتعلمه من لغات #لغات_مع_يوسف
21845494,Joeyjonz,Joey Arceo,,941,1238,,"Chamorro, UDUB alum sharing sports, experiences, interests #UWHuskies|#Lakers|#49ers| #Dodgers"
1001506313501790208,CCrouch22,Casey Crouch,"Los Angeles, CA",23,376,,UCLA Political Science
851574518971641856,fateof808,fateof808,"San Jose, CA",176,870,,"O.C. Born CA 80s kid, vinyl records, digiart, cannabis consultant: Harborside, #GenX Insta: @fateof808 Founder: @PSquidRecords | Est. 2021"
1220460055,EconFanatic,Migs,"Southern California, USA",59,695,,"Sports fanatic and dfs enthusiast. Financial services, real estate, and stocks are my passion."
3312851792,RedcupDon,Bdon,Crypto Arena,82,179,,In n Out till the world blow up #BoltUp #LakeShow #AlwaysLA
947157488146685952,b333hart,Brian ⚾️🏟,"Los Angeles, CA",22,655,,"LA native. Baseball is life, and I bleed blue. #Dodgers"
1081043731,bp2828,Baran,"Carlsbad, CA",603,2056,,#Cowboys #Lakers #Dodgers #USC #noshoesnation
297651278,MikeKing11,Mike King,San Diego,60,745,,San Diego
704899259120939008,socalhandler,Unknown Bloger 11,"California, USA",88,766,,Dog Handler Nerd Sheepdog Monsters Movies Cons Superheros 🎥🍺🍸🍷🍹⚾🎬🔫🎃📹🇺🇸
153292409,anomura31,allison,"Los Angeles, CA",34,284,,"clinical laboratory scientist, gymnerd, quilter. views/thoughts/opinions/tweets are my own"
961382999685124096,jv_villasenor7,JV,"Whittier, CA",132,540,,Family Football Surf Punk
1334331815247503361,Joel91373436,Joel,,6,174,,it's a long story
1493012282527424513,Sca1ex0,Alex Herrera,,7,54,,LA/SGV
2847944262,nickfuentes27,Nick,"Queens, NY",203,551,,Scheming
251304584,rebelmanlv,Greg,Las Vegas,318,2268,,Las Vegas Native nearly 40 years. UNLV to the end. Go Rebels!
25036611,DaddyyPanda,Kevyn,"Hesperia, CA",141,480,,Stringer
488995327,chrisAK13,Chris Kondor,,99,89,,"Hello, I'm Chris Kondor (chrisAK13) and It's Time To Make The World Laugh and Smile :)"
1445164167892127749,Jlames0n,Jameson,,2,137,,Im boring but sometimes funny
1144509277953859584,ChaserOsrs,Rs_Chaser,"Washington, USA",120,257,,Runescape and Oldschool RuneScape Player
1343948840789929986,News4Laughs,Roland Jôintz,USA,747,633,,"News4Laughs® Award winning news Photog & award winning Feature Film Director, Former DoD Contractor🇺🇸 All news photography IATSE 600🎬 AFTRA. Burner Account🔥"
1496931778228981762,Bretado1Sara,Sara Bretado,"Henderson, NV",32,393,,Share my experience with me and my daughter. Like any other parenting life enjoy the laughter and troubles we have together.
154558665,Bitonovski,victor gomez araya,,358,1914,,Sales Agent Hyundai
1436585599599890434,builluminati,Johnny Builluminati,In-N-Out,10,21,,"God 1st, Family 2nd. Video Games 🎮 Music* TV 📺 * Movies 🍿 🎥* Pop Culture* Women 👩 😀*"
1254909952721707008,billen_david,David Billen,United States,40,376,,LA DODGERS. DALLAS COWBOYS. LA LAKERS . REAL MADRID
2211243971,HelmickeyMouse,👻i'm 30 now👻,,2981,354,,Spooky scary
1567911050514935813,THEDISNEYMATT,matthew james holman,"Stockton, CA",73,1093,,Just a simple guy who enjoys life.
1491468909471354881,KoolMcRamsFan,FreeJokes2020 KoolMC,,6,99,,Rams Fan
1207472751784517633,lincifer,𝖊𝖒𝖔 𝖙𝖗𝖆𝖘𝖍,,40,72,,"𝙳𝚘𝚖𝚎𝚜𝚝𝚒𝚌𝚊𝚝𝚎𝚍, 𝚜𝚝𝚒𝚕𝚕 𝚊 𝚕𝚒𝚝𝚝𝚕𝚎 𝚏𝚎𝚛𝚊𝚕."
1313678688878309376,jgrayhurrah,"The f*#%ing Lizard King, Ph.D.","Nunya, Bidniz",95,531,,“You don’t even know my real name!”Neuropsychologist. All opinions are solely those of the alien symbiote living in my suprachiasmatic nucleus. BLM. he/him
1480403471828279296,Oakland_Antivax,"PROUD ""Science Denying"" Anti-vaxxer!","Oakland, CA",54,1180,,"With over two years of this BS, if you are not an anti-vaxxer by now, you do not have a functioning brain."
1524147332996075521,Gotigers69420,3:11,Pump it up,324,2926,,"Sports fantastic, American Patriot, Don’t Tread on me"
1708781071,chriscmartell,Christopher Martell,"Dorchester, Boston",3528,3202,,"Teacher Educator & Researcher, Associate Professor of Social Studies Education @UMassBoston; Author of https://t.co/tgQllxAy4B; Editor of https://t.co/aijZWiE1bH"
168804414,carlos_zambr2,Carlos,,348,1437,,Caballero Jedi de la Medicina || Cosmonauta en el planeta Tierra
1105944263743942658,HamaFragz,VΔL | HamaFragz Ø,,508,1677,,20🇬🇧😎 Outbreakgang!!! discord Roronoa Zoro #4542 @joinvalhalla the future of gaming.
2226332174,Chubbicorn249,"OnlyChans (chub, chub)",,1179,2288,,Trying to keep up with crypto since 2017 | Chubbicorn #249 | Pengu #2075 | Chubbisaur #1873 | Dickbutt #4608 | Akutar #10936 | Lucky Zero #288 | Seal #6789
3307206254,MeetosAFC,Julio,"Los Angeles, CA",146,2291,,"Sports & stuff. AFC , LAC, LAD."
1532204554447511552,LeslieS39290202,Leslie Sanchez @shortcuteleslie24,"San Bernardino, CA",8,303,,I'm single ❤ I'm short 👩❤ I'm cute❤😍 follow me on Facebook Instagram Snapchat and Tiktok @shortcuteleslie24
1569369933645238277,kata_tonik13,DerDer,,3,23,,Where’s the food? 🤷🏻‍♀️
120232672,UGADawgsandBeer,Danny Glazier,"Poolesville, MD",550,1330,,I bleed Red & Black and am an evangelist of craft beer. I also consume a lot of it!
1144467026083061760,dadsoutrunning,Chris Hallissy,"Temecula, CA",110,309,,"“I can no longer obey; I have tasted command, and I cannot give it up”. Napoleon Bonaparte"
1569029590298890241,ChrisValvo5,Chris Valvo,"Middletown, NJ",13,167,,"I saw the crescent, you saw the whole of the moon."
33820846,DeeRAwn11,Dee_CO,"Colorado, USA",9,142,,Mom. Designer. Wife. Traveler. Reader.
411789157,dewitty81,dewittmyers,"North Carolina, USA",38,489,,single mom to my first true love my son.
1392647277576130560,jupiterfatguy,JupiterFatGuy,"Jupiter, FL",106,564,,All Miami sports fan..sports memorabilia collector..less than lean or mean machine
175848891,augustboy74,Augustus Sergius 🗽,United States,465,2549,,DeFi the Overlords ...................... $RUNE $KUJI $ATOM $LUNA
1149948660404244480,TriciaKingsley1,Tricia Kingsley,Central CA,1761,936,,"Just a regular human trying to do good in this world. Wife, Mother, Friend #CashAppinBio $TriciaKingsley / Twitch: Fisha563"
1072418189517107200,Mrhowell3rd,Thurston Howell 3rd,,722,1262,,"Thankful 4 USA, freedom, history buff. Patriot, 1776. 2A, #MAGA, Immigrant, Escaped Tyranny,Reagan Conservative. Life is short look for the humor."
1568140355379380225,GardeRpublicai4,Garde Républicaine,,126,268,,Plantagenet. Républicaine. 🇺🇲 America First. Pro-Life. Pro-2A. Pro-Straight. Pro-Deportation. Jesus lover. Give me Trump or give me death.
1568628449849536514,NaeemMu675,Naeem Muhammad,,16,242,,Harvard 26'
1733641225,gbfritz59,Leghorn,,190,1544,,Here for the laughs. Everyone's business is interfering with my pleasure. 'Change ain't looking for friends. Change calls the tune we dance to'
186534710,JaredRosenstein,Jared Rosenstein,Fort Lauderdale,1536,2588,,"Animal Advocate, J.D. and Partner at @capcityconsult former Legislative Affairs Director for @FLSERT Director @JaredEMoskowitz. NPA. RTs =/= endorsements."
1135004485795946498,1nsidethewir3,Libertarium,"Midwest, USA",234,2517,,"Freedom is its own reward, yet freedom is not free. Compelled speech = Tyranny. The left denies the family and the nation-state. They're coming for your kids!"
14700406,stieny,stieny,"Nashville, TN",253,528,,https://t.co/axiwjCNdEu
1485689970593468416,TheRabbitHole84,The Rabbit Hole,,2967,490,,Navigating the discourse
1476033235431804932,I10isWestbound,@CatsandFoodyall,Florida,192,287,,Native Floridian. Freight train diplomacy. Back on my bullshit (for the 2nd time! :P) after Twitter denied my lived existence.
370981946,CAtoVAWahoo,Larry G,"Forest, VA",264,883,,"From SoCal to Va., husband & father. UVA, UCLA, Vegas, Craps, Golf. Accused degenerate gambler. Lighting VA one diode at a time"
1543437410297466881,meyerp282,Paul Meyer,Union City California ,833,758,,"Christian male, loves God and tries to love others. Conservative. please don't follow me if you're looking for a relationship. I'm 61 at the end of the year"
1566191412248334337,Herk_50,James,"Utah, USA",2392,1111,,Ret USAF 30yr Vet 🇺🇸 Christian 🇺🇸 America 1st Conservative 🇺🇸 Airborne!🇺🇸 #fjb 🇺🇸 God & County 🇺🇸 2A 🇺🇸 Adult Human Man🇺🇸 Ultra MAGA
107843418,DangerFarnum,hcaZ,"Oldham, England",93,872,,just a modern guy
1112933948114427904,Dodgers_JPN,ロサンゼルス・ドジャース,"Los Angeles, CA",274,210,,ロサンゼルス・ドジャース非公式日本語アカウント。 7度のワールドチャンピオン、24度のNLチャンピオン、20度のNL西地区チャンピオンを誇る。@Dodgers
1372346953669910531,G31_AT0,Pillowillowarmadillo,Somewhere in California,79,1594,,I made a Twitter account to get My Nintendo Platinum Points! | https://t.co/GuDDggyXv6 | Takara Cafe affiliate | https://t.co/Ope6WAZaOf
2975601605,savvybinx,Sav ✨🔮🟢✨,,58,603,,25 | Queer | She/Her
1212596630001577984,baghavin,my camp eat,"St. Louis, Missouri",137,1484,,#ActDownStackUp #KeepWorking #NeverSettle #STLCards #GrindCity
1286972865649074176,hiroshi23425442,Mike Trout２７,,50,483,,NPB⇒ORIX BUFFALOS ⚾ MLB⇒ Angels /Dodgers⚾ (大谷翔平/山本由伸/吉田正尚/トラウト/ベリンジャー/ベッツ/カーショー/ビューラー他) ⚾MLB＆Buffaloes Only⚾。 MLBファンとNPBファンの方フォロー歓迎します🙇‍♂️
481414340,Mmakarima,KARIMA SHIPPING INC.,1000 Brook  Av Bronx NY 104,1332,3258,,"We provides freight forwarding, door-to-door shipping,air cargo, container Shipping to Africa etc. +1646-479-9541 +1646-479-4728."
1566626964831600640,Aot44_,gt_hex,Here,6,1008,,This is only a bio. Please carry on as normal.
1243579678595710976,StokdAshton,ASHTON,,68,140,,"Music, Games & Coffee STREAM ‘LOVE & ‘A-TT-I-C’ @anotheryearunkn @unkcoffeeco"
1310334466275987456,tovabodner,Spilldattttt,,28,123,,Dodgers 4 life💙💙💙 Life is littttt🔥
1092616526077689857,GalaxyModz_YT,Galaxy Modz ,"Creative Floor, Skorpian HQ",207,2027,,YouTuber & Game Developer. I also make music. @Illenium is the best.
1471253066372374528,Knottsb38489008,Knottsberryfarmfan1920-20,,78,133,,A Big Fan Of Knotts Berry Farm
62717261,nightwaveee,𝕮𝖍𝖆𝖙𝖎𝖙𝖆𝖍𝖍 🪩🐰✨,funkytown 🌙🌴☁️,3001,4782,,"aac 🐻💘 msc 🧸💖 | 📚🇸🇻🍃🍷☕️♏️🧶🔮🦄 | house & techno & trance & retro & disco foo ⚡️ | ❤️1980s🖤 | dj 🍒🎶 | sa, bo & nbg 🕊🤍 | she/her 🌈 | FTP"
1293390935049424896,god_626,Patriot of God.🇺🇸🇺🇸✝️,"San Gabriel, CA",3013,4891,,"🇺🇸I love God,my country, my president🇺🇸🇺🇸.✝️ Patriots worldwide. #TrumpWon2020 #MakeCaliGreatAgain"
40509839,CowboyChris9mm,Chris R,,1466,4981,,#GodFirst Christian Conservative Outdoorsman #2ndAmendmentDefender Rodeo Country Music #PrayForAmerica IG: CowboyChris44 ULTRA MAGA
1519289885282156547,Ramshorn78,Stw1162,,395,2629,,Truth searching God fearing Freedom loving American
1561504521221709825,KALGAN83ZABUGOR,Nikolas. Prosandyeyev,Украина,440,5000,,https://t.co/3xy6hKkL4M
1567538074292465670,SDNetwork_YT,San Diego Network - Helping You Find Communities,San Diego,4,53,,A San Diego County Community YouTube Chanel. Our goal is to bring people together via local communities! (This channel is a passion project)
1562724955854254080,CoinSectors,Coinsector - Crypto & Blockchain News,,23,142,,Latest News About #Crypto & #Blockchain #Bitcoin and more!
26431603,1JankyAnarchist,The Janky Anarchist 🏴‍☠️,,527,4820,,(fee/fi/fo/fum) Fascism/Communism = two sides of the same collectivist coin. #CollectivismIsCancer
